start time,mean CPU usage rate,assigned memory usage,mean disk I/O time
12600000000,2189.915126558958,3474.7573236003427,567.82095339371
12900000000,2150.810503284966,3470.373275520356,467.6764283583089
13200000000,2114.2704789090326,3453.554619640324,464.9671527454577
13500000000,2098.3136757370376,3470.016562900348,428.7303039006249
13800000000,2126.8034394829974,3469.2138494003625,352.25875835396
14100000000,2100.6150739800855,3486.724518150309,300.07595237032854
14400000000,2172.228630334046,3519.702551820279,295.52394842715665
14700000000,2063.596216118033,3499.9162271502883,204.75729456717139
15000000000,2117.198415208036,3499.4307091002906,348.7213862759581
15300000000,2094.0369397410723,3495.735504200306,314.4341507396311
15600000000,1993.743377566049,3477.1224591003433,213.75437696817326
15900000000,2140.6276828190576,3503.5743301502343,294.381983676331
16200000000,2062.5235381810726,3522.0078587002536,253.89794183427307
16500000000,2169.6531820810883,3541.8002089703855,296.7597967545346
16800000000,2112.1713081090847,3534.9101205504903,257.17294477677666
17100000000,2031.8353636920963,3519.4259028002857,239.34189085017792
17400000000,1983.8856739050414,3538.528844100085,189.25245519558513
17700000000,2010.4157947830056,3535.8423351502443,228.45343395549415
18000000000,2043.6910688290395,3542.574121200306,224.80169524278745
18300000000,2092.674859188016,3549.8843421402985,226.43080936697882
18600000000,2073.851574513038,3556.495316600254,259.4276261036438
18900000000,2036.3581714497495,3564.1081133002162,310.7601129302612
19200000000,2196.774111115046,3588.877459300208,339.14752583234656
19500000000,2022.9279810920536,3610.363402600243,241.66969683710013
19800000000,2118.25434505406,3618.141717250169,270.2729775529403
20100000000,2071.728338618766,3617.1169776702254,274.1008604944228
20400000000,2151.2813959457408,3613.0778508000953,344.1528820869498
20700000000,2127.4119848450728,3641.2264030000138,398.95506712654094
21000000000,2063.389183223029,3620.8695824999472,434.94721631537203
21300000000,1950.7343178080587,3610.1844568399692,292.30230480864566
21600000000,1981.2691746200787,3604.047389009963,252.19367708819777
21900000000,2068.5817876150513,3610.2893773899928,306.3991053073446
22200000000,2106.59977491609,3602.1152794000914,273.9043888881307
22500000000,2083.872571430086,3632.6655938000613,315.77207126503265
22800000000,1965.5178335090475,3591.407539000113,290.2623283297735
23100000000,1847.3405335610043,3581.141765400099,222.10262730629097
23400000000,1830.0555876070655,3579.661823160114,253.57157873449304
23700000000,1910.1026026330787,3569.77627425017,336.1885660188242
24000000000,1920.1736552820723,3572.9756543000985,290.1486289681718
24300000000,1941.011070700046,3599.5197638001287,326.7552529464125
24600000000,2010.760464485121,3600.6402133001857,292.179437739962
24900000000,1912.9329031170835,3578.82130182022,278.85421590432577
25200000000,2076.2812094167825,3584.177044100228,479.1664103526541
25500000000,2048.733419020128,3583.2987753301863,472.9739857852287
25800000000,2100.69018556608,3593.4412424061716,506.34739568666816
26100000000,2121.001807207728,3575.7719155061163,492.22301316180847
26400000000,2036.1112221630558,3571.8117313001376,451.5167279022724
26700000000,1965.690119983062,3574.4298587901385,362.12765607571794
27000000000,1975.5843553230982,3589.0946711000274,288.8702978516703
27300000000,2107.3688704950864,3613.130899322099,258.9337132927892
27600000000,2197.4135519150677,3626.429021100056,319.45290968255324
27900000000,2263.7023295561135,3658.526945600032,304.96679414042643
28200000000,2275.8650378601287,3645.109797199985,273.24940784652534
28500000000,2304.513698134042,3551.9997282998993,427.91341915092386
28800000000,2473.494647344133,3464.4841018000297,397.23622618204524
29100000000,2408.930195946159,3467.78992171999,310.66415309461087
29400000000,2463.1393277768334,3470.2849347000265,329.0208581369564
29700000000,2385.3076247927647,3480.119706300191,236.39564819957178
30000000000,2413.5890961180785,3479.122935699893,325.6611730724626
30300000000,2346.4968467671156,3490.181353120048,281.4988101123322
30600000000,2321.3159045551515,3503.4115999500073,246.97016400198956
30900000000,2278.4942663620827,3515.3715991999297,217.80730375540037
31200000000,2323.25433589913,3532.6597505999325,307.8541713158711
31500000000,2302.262685944091,3527.838735899952,258.91344800377806
31800000000,2515.9218846891113,3497.3395014000516,348.8480433411594
32100000000,2293.834257181011,3426.053711900017,293.6631623599299
32400000000,2275.598750879079,3411.88347910004,339.9468233703585
32700000000,2340.9728083760738,3517.468620400104,451.4705743392282
33000000000,2643.218706102791,3497.3031790102614,316.24029227785485
33300000000,2781.8381098347686,3489.553380400019,367.2650141962227
33600000000,2568.753874572753,3456.6409398200726,392.5149628761515
33900000000,2351.2546678781164,3435.202416220127,202.72536043757316
34200000000,2195.8655838191153,3402.0855741499813,167.095325344788
34500000000,2209.3137418521274,3439.351723100023,179.4831757575293
34800000000,2330.020331882097,3435.497375950008,309.1762421300811
35100000000,2326.0779086520997,3450.6526301000818,253.38027960007648
35400000000,2302.01186163509,3445.7726227001203,182.66308616162266
35700000000,2230.4639353530556,3442.477930200213,211.3522006520886
36000000000,2296.964342277029,3426.675101670322,188.73807737128152
36300000000,2270.9840712850896,3406.1522149202806,221.45147774477923
36600000000,2361.464832237061,3442.064129300349,293.4508024538748
36900000000,2355.019502116034,3427.9887195003153,295.8094254323763
37200000000,2371.114654217093,3416.425848200329,380.2600639354504
37500000000,2301.519412289082,3397.113786420349,275.5366888791021
37800000000,2311.579000090132,3411.4974669003363,212.53604600328168
38100000000,2253.140833941056,3412.6590148003397,219.95968292417015
38400000000,2146.5291721290587,3260.0288710402037,384.4811405600259
38700000000,2789.1201070388183,3503.6213802501175,561.1412084247122
39000000000,3154.6918716220616,3610.6613962002266,503.11332157082666
39300000000,3097.8600477130844,3639.4020931002274,465.102342975813
39600000000,3058.431407759066,3605.040469010259,579.6264835531772
39900000000,2715.534587065094,3634.270311092106,587.7256553476624
40200000000,2354.1999161220733,3614.4046054001255,539.5270487555373
40500000000,2250.904385623097,3590.6091618001014,475.6516880223362
40800000000,2226.973393556052,3571.5191900000664,421.84104046783403
41100000000,2258.8761651221444,3562.781292400099,436.3419335386534
41400000000,2355.7775825820777,3576.6183737400374,430.08413583103584
41700000000,2333.805976599084,3610.547759190031,510.85858521364815
42000000000,2306.079357643065,3630.129395149899,548.0865094953571
42300000000,2334.321367962048,3653.384271299917,485.94604874366945
42600000000,2320.6667917570726,3663.0063007199624,445.9435310670468
42900000000,2266.9149426390695,3672.763832199977,285.61250633075804
43200000000,2279.2774610560978,3661.6655598199545,269.15331075100977
43500000000,2280.393274596132,3680.7698045999637,261.4818892778621
43800000000,2340.2933778760744,3695.8504620000167,262.63510548052864
44100000000,2310.5661252160867,3725.085552000103,205.12970364391904
44400000000,2306.858070590024,3740.1750933000308,190.7058030460161
44700000000,2334.731071583053,3762.6130537999584,230.96604085072744
45000000000,2317.605383021056,3793.9306481759863,291.5444941204707
45300000000,2333.502731408024,3794.5105818159664,249.7639084985045
45600000000,2611.145652298026,3775.3979709000632,264.69746271117236
45900000000,2799.513824005989,3768.300015200016,310.3593277745287
46200000000,2921.7564836266524,3762.238279400201,554.009811704972
46500000000,2840.7557489959936,3764.99868730012,526.4952433427795
46800000000,2812.632040536033,3745.5413674002716,458.8163037291674
47100000000,2724.5969222209806,3752.9123814502527,416.370347974962
47400000000,2672.924523177039,3715.3569172301,385.35291663653885
47700000000,2624.654507172023,3683.7084689500434,327.45993492645516
48000000000,2653.8018202677567,3713.236462350182,396.8340104056465
48300000000,2629.928307313046,3726.201158950213,341.669417098434
48600000000,2704.0710828039837,3715.365608086153,305.7371940157487
48900000000,2791.6343617390175,3733.022286300389,279.03929766613885
49200000000,2876.0515204929757,3741.3984300002253,358.02078395093645
49500000000,2900.0477790209993,3769.1808576002745,430.43399714144084
49800000000,2861.505696372967,3761.473919950319,387.63160318103525
50100000000,2776.8802528787105,3743.419888300354,390.7131418770431
50400000000,2779.2348629429807,3736.3492172002143,439.9840936787479
50700000000,3270.588559421987,3903.8357493661433,588.3275413584785
51000000000,3628.807501720912,3994.917688550216,454.91848418092144
51300000000,2963.0397299609895,3989.310383500135,487.6319711089309
51600000000,2668.527041194971,3676.757999899822,410.1331853465183
51900000000,2711.047517233905,3644.3913158158057,584.8961153681274
52200000000,2924.933322109988,3581.8506319599455,577.2669994422397
52500000000,2743.4990288919525,3632.632740449791,557.7404898124543
52800000000,2732.8698160419567,3593.5942660697388,317.43390462265506
53100000000,2629.3567802419407,3578.436669299698,270.36065720268795
53400000000,2646.6227212327126,3588.657330119833,276.26710773729445
53700000000,2822.285098538044,3621.267821599854,428.92401673110993
54000000000,3109.159420156803,3732.2117212497883,484.6343667978259
54300000000,2788.099847219128,3692.9903685000063,347.4177179079413
54600000000,2772.7785831496735,3671.9024920998518,372.30893839273597
54900000000,2612.051872580987,3658.532163099786,255.4967355292618
55200000000,2579.7053538906716,3662.5533680997482,231.5613227034414
55500000000,2524.132123444693,3656.8719529997875,235.41940535294043
55800000000,2581.047304036938,3660.589037469882,231.74931256674668
56100000000,2532.0232112576023,3624.315740339772,239.4721955212568
56400000000,2513.8679834409536,3634.3555492397786,300.5433113340992
56700000000,2406.671425656572,3619.932234647755,310.6397598990146
57000000000,2492.908246279913,3615.450239199848,295.5105667255861
57300000000,2419.057392982915,3448.993900089865,255.1459679130984
57600000000,2484.8251659178586,3510.8268047058955,243.40574699543157
57900000000,2527.680698553609,3545.3149641898867,336.3308329254292
58200000000,2582.4844535823413,3584.1707596998963,399.1263104316284
58500000000,2739.5824289875522,3599.9833872999666,405.8102287517356
58800000000,2700.161543684803,3589.838220121998,481.8216545715222
59100000000,2624.680475351951,3588.2602051300178,491.82723887733175
59400000000,2722.511108236932,3621.4961218680282,517.5283627556124
59700000000,2752.5663386536203,3622.7546154059746,418.0174913537258
60000000000,2790.705902016007,3628.904579040017,390.9887971257254
60300000000,2736.8312663976867,3618.773004899953,357.42999151932776
60600000000,2679.526134263943,3607.287594600086,306.8669951072424
60900000000,2667.5486255109026,3601.4522166000684,308.246361514144
61200000000,2761.317666612598,3599.2428473000996,489.72995510552107
61500000000,2772.06578752389,3615.0525710601355,486.22452358643153
61800000000,2731.2183923338735,3624.598540326073,298.08480072432667
62100000000,2666.958954244902,3613.7986552501484,305.96179060494893
62400000000,2710.2449885459087,3506.162317990149,303.62209674073415
62700000000,2598.130876820924,3347.4222825001398,299.0454111489392
63000000000,2728.274320930963,3362.0061529999525,474.9573021339255
63300000000,2852.5899596469053,3409.1760309699876,516.4100114294278
63600000000,2880.795462115984,3446.243554999912,513.234350996809
63900000000,2840.422785319999,3470.6475285001325,518.1843097991135
64200000000,2757.2141521929616,3470.6112704101383,469.55534202720696
64500000000,2816.8344625569107,3504.1611536000337,454.2014330901292
64800000000,3002.696674545963,3583.6944224001177,460.03509043480847
65100000000,3065.656309740895,3643.381596440232,413.2143811795178
65400000000,3066.6970103949398,3664.9581681002373,385.6545629090179
65700000000,3096.3741820589285,3681.9261690000967,461.7621371885298
66000000000,3155.174524594653,3686.2517273700823,535.6389946409221
66300000000,3055.675498933422,3758.5163912200355,605.7760955709247
66600000000,3164.289145621349,3732.380839700048,645.1425650691318
66900000000,3180.9371494946436,3751.122272199899,684.5340033304205
67200000000,3188.869129180545,3761.8435908719757,632.8273410545836
67500000000,3208.256800688575,3770.3026240499607,648.3910112745376
67800000000,3220.316816744553,3789.8976127998917,601.8523998455852
68100000000,3214.3464179772313,3786.6135842998024,580.2792597010871
68400000000,3194.4688851435717,3789.8495205997874,531.1925092423945
68700000000,3163.381734141541,3797.3526953198093,427.0943505118584
69000000000,3123.843959201965,3784.9277442997345,425.0010393561179
69300000000,3201.6137288775694,3794.736380769677,408.16267568544225
69600000000,3195.935296278643,3795.5415686396086,401.8091033608171
69900000000,3188.104446769908,3792.3221702996893,397.6913580316476
70200000000,3106.265674933846,3780.5473159996395,443.62637661322634
70500000000,3102.6313720229273,3774.5244188996176,388.65433591266
70800000000,3111.784218009909,3766.086203429612,389.09953911432973
71100000000,3115.5106618598793,3761.96076789955,397.6299473131592
71400000000,3192.756221708575,3767.7847597996233,428.65118346512196
71700000000,3196.762862588001,3765.1255899495322,449.0524641308527
72000000000,3172.6833579748086,3772.1205212495424,484.9692161725257
72300000000,3188.833298239655,3784.816706799554,476.31187678174814
72600000000,3148.8190101305777,3795.7152869995543,444.91745014402926
72900000000,3285.9874904646863,3822.254040219784,533.1131078927158
73200000000,3297.617489021681,3805.887646299664,501.46315355162517
73500000000,3155.4430971256306,3750.2283025396155,511.0608560940489
73800000000,2837.464574357593,3632.7814779696046,462.3005993824351
74100000000,2849.247416727615,3634.970217849623,494.134339254545
74400000000,2921.9285204316548,3696.569856699652,521.7271733861927
74700000000,2901.9373203269683,3740.343619199927,491.823002763253
75000000000,2881.1968315459117,3746.1015826998823,469.7540731654133
75300000000,2795.3231152819294,3751.0904171137427,452.9850824927515
75600000000,2821.662062875554,3773.438001999739,487.34843391292605
75900000000,2864.6331802955287,3797.031962299698,598.7620742210005
76200000000,2925.5748603076745,3824.4334398496876,523.1494377731174
76500000000,2875.32959699164,3838.1853104197176,483.20698599864704
76800000000,2890.2013000766024,3848.5960814197447,429.3400825882328
77100000000,2921.44700298596,3849.0147906997504,480.49725046124104
77400000000,2903.925251816015,3840.6024464998236,526.9547478715386
77700000000,2948.5013384456674,3831.0645274897174,592.7051420677979
78000000000,3045.6282119809694,3838.993271149667,617.0872030027585
78300000000,3045.4600369579302,3836.835102559659,727.0022742319114
78600000000,3114.5252692446375,3852.1087255156576,673.3907623673751
78900000000,3048.201461975865,3840.558493269687,656.4659600897036
79200000000,3048.1692251679533,3849.7562550997177,575.953601748285
79500000000,2977.3940527519417,3847.724165499746,408.25597707094323
79800000000,3027.7804273228935,3866.880417799675,364.5315832623243
80100000000,3030.304446358676,3867.198773519673,372.54813787345284
80400000000,2960.9556063729715,3858.49945502566,385.1160833556191
80700000000,2986.2319644469217,3852.540034519664,357.4028758020475
81000000000,3054.6221023406133,3849.3065761396374,361.10486655452917
81300000000,3033.5205303829425,3849.887827335637,352.899715617149
81600000000,3102.2222910148907,3878.615046419641,403.92881986711404
81900000000,3068.1385527339276,3873.0072236495894,412.79722638115294
82200000000,3019.4915474939103,3861.906370505699,335.5106242862282
82500000000,3066.8587266888703,3862.0746688196914,409.93748568955226
82800000000,2993.6352568218385,3841.744391821598,560.0273161153485
83100000000,2900.629736709985,3824.0461737993737,469.2156637145492
83400000000,2946.7233070639218,3818.305224197555,491.4038188147255
83700000000,2927.3804397799636,3824.8330486174796,487.4249246181425
84000000000,2871.789754028976,3801.1949854276118,518.9717820084239
84300000000,2884.8407384359743,3795.2387964996196,547.5977344891769
84600000000,2530.379117925885,3618.6600878697773,551.0276377358679
84900000000,2508.2273422199646,3599.3119193357434,593.8614690126951
85200000000,2676.8319719421174,3654.951083765606,693.809553147964
85500000000,2618.205543197119,3618.603794519606,637.2787113680791
85800000000,2714.7704562439044,3709.57317681945,658.7252308487949
86100000000,2657.8052508708806,3703.6403495994655,615.0597190255564
86400000000,2646.0399586328795,3688.255992899404,563.4616848851994
86700000000,2847.364621406874,3852.029489399249,542.2208159066474
87000000000,2717.629296924886,3858.0282948892436,517.6544207991168
87300000000,2704.946809472865,3792.9177800993207,570.2085214495389
87600000000,2799.39896791584,3755.3001979492788,562.8103140940734
87900000000,2799.373969996858,3761.9362188993373,550.0427011562334
88200000000,2772.541608400941,3737.717902441217,566.7112737755755
88500000000,2873.310815798936,3704.750518151284,611.6359850094083
88800000000,3382.4710790618724,3698.9979531054423,620.589026201114
89100000000,3305.2860469798875,3690.525808959409,679.7664411594842
89400000000,3281.4671124158613,3717.701203445388,679.7552567602185
89700000000,2975.8754254238647,3709.5505342694373,630.1247645925122
90000000000,2885.5158935338777,3698.804090999333,571.902137048538
90300000000,2771.603986818871,3673.609622499075,452.3715886265499
90600000000,3000.809909911868,3725.441395499093,494.81104414433315
90900000000,2960.888988965889,3716.1524138092564,544.2364116386707
91200000000,2814.3201413879183,3718.4784492693047,626.709834928316
91500000000,2829.380797291898,3753.39307376927,523.8941097866677
91800000000,2934.5966981718675,3798.004464899326,454.9651268483326
92100000000,3048.9955433529058,3779.0881762154295,599.2751251758848
92400000000,3357.073421103583,3825.3214441493474,590.1757991225448
92700000000,3199.743255366545,3830.5016934994055,555.9249413886031
93000000000,3099.4762297318,3817.5855973993416,599.6866703810177
93300000000,2854.960204321853,3778.4859019992787,593.4826464990091
93600000000,2733.956221017584,3773.1372415992496,585.7683284067435
93900000000,2740.1837218848796,3732.7619062692975,632.0302937312916
94200000000,2823.089304342837,3700.2283297992253,678.3302200752275
94500000000,2741.4302542838477,3689.9830723193113,699.917533329723
94800000000,2676.5679723238513,3687.0042239493127,702.5797340763745
95100000000,2618.032097133574,3668.5005801693633,684.6568596842404
95400000000,2565.8165062779053,3661.7819919993817,621.8459503528898
95700000000,2495.4782932649105,3610.884807499352,585.715153098343
96000000000,2524.8989302810683,3547.499580899365,430.595429732499
96300000000,2460.8637420960204,3492.3779140992933,283.07941947403367
96600000000,2521.598126407038,3543.884582619272,266.77843142638983
96900000000,2550.8764741070436,3544.2914652692675,313.8441631444448
97200000000,2516.03286298596,3521.3982214992816,429.00285398053126
97500000000,2626.95760653196,3529.8632811993325,438.8841247425438
97800000000,2772.3449398127873,3564.628128009296,523.4844918975821
98100000000,2557.647196085251,3552.1611478794584,473.9773163952335
98400000000,2431.325313329419,3550.207852519598,431.00921458644183
98700000000,2317.9906377860143,3515.588775079624,400.0622798206448
99000000000,2364.496857338909,3510.294474759616,417.9338013651194
99300000000,2287.533210536046,3513.2612281995944,355.0491777859532
99600000000,2310.587769774087,3520.608669865614,336.8426445553401
99900000000,2278.0517852000817,3505.9039377895824,296.6175140472496
100200000000,2261.7335352411037,3509.5281607795228,392.01756866502626
100500000000,2321.777314298055,3498.2833085595016,320.6874746951589
100800000000,2302.4504989010807,3498.0059779994867,266.3096532327662
101100000000,2144.701030199826,3489.260643829364,244.48028270995914
101400000000,2230.577107694163,3493.28057238935,318.33717027412274
101700000000,2332.222496462097,3489.1430450994862,533.825410911291
102000000000,2387.0490673647723,3518.3424632594156,525.4537116544161
102300000000,2345.5453370658256,3533.0495215395936,429.77445028835643
102600000000,2398.849480278195,3532.5761114893476,400.0150333233318
102900000000,2282.9768645991967,3543.9048949293788,350.0316095496378
103200000000,2266.1664926002077,3529.713174709324,290.67562337501016
103500000000,2313.041234549161,3289.7485839795177,316.80717808664
103800000000,2403.782613034165,3368.2869560794284,359.4725481601051
104100000000,2408.0516871149,3418.3365220494297,340.0703215562926
104400000000,2511.635635640206,3452.4852872492506,313.1681944310084
104700000000,2595.288208825393,3424.328595439298,450.18090396534024
105000000000,2660.8805191047804,3439.332856249336,536.2544294418007
105300000000,2643.455251216168,3428.4718379193905,573.8082989086586
105600000000,2595.142272633185,3399.9525746094077,638.5209048044306
105900000000,2590.3838309430957,3408.4876847793716,531.4445921657348
106200000000,2549.021790862106,3378.202138849427,430.5847943265309
106500000000,2480.1640680219193,3362.741909809407,365.1636418628486
106800000000,2575.6262594921127,3367.0976778992654,290.7047042432319
107100000000,2592.2084650611496,3351.7607240193224,339.4354555193256
107400000000,2643.293592566046,3339.4689657392896,407.3861947228026
107700000000,2511.0732591981414,3328.678193799233,274.1675297153303
108000000000,2487.4228709570816,3336.610971539201,272.68986819143373
108300000000,2365.661461654549,3335.8792915391446,225.82389934773008
108600000000,2309.686562545205,3331.05617834919,282.8131348749143
108900000000,2256.4877980292154,3318.0378361993035,274.9258378685288
109200000000,2110.485719478154,3285.4051306193837,351.8746018243153
109500000000,2220.7979991741418,3303.266662109318,574.385602109235
109800000000,2398.3153584881134,3344.3301739694616,486.67178843252293
110100000000,2387.821789165139,3390.530605639424,542.4134470200498
110400000000,2474.899300606154,3412.501875469411,538.7101623629768
110700000000,2497.731624567937,3451.826324259482,460.8623978531373
111000000000,2541.835216029131,3478.7136918693286,347.21164448502
111300000000,2488.688748926136,3476.5060197893463,314.50683857782184
111600000000,2420.806482075852,3489.7633862393523,284.34782740692077
111900000000,2399.023750302184,3473.904709919375,235.990934538715
112200000000,2442.33093028817,3413.1504204493654,298.5509908624192
112500000000,2549.8590862051806,3421.261349599344,404.7305867471197
112800000000,2519.9287425481866,3469.8699596333186,360.90998092001695
113100000000,2617.356635232169,3522.386381099406,413.98153420802186
113400000000,2693.3975205741735,3516.0274305994285,496.745857138509
113700000000,2673.023007942208,3515.4257513996076,553.2421979839638
114000000000,2655.0586224721733,3515.0484161496215,580.1077071233602
114300000000,2678.6250537051974,3537.736941189653,537.2401183522978
114600000000,2626.876623347163,3514.013367199623,541.1487757519841
114900000000,2480.1271849200803,3497.3095095196386,480.1675201540442
115200000000,2290.5364173461544,3492.2002061497224,483.29961761028557
115500000000,2255.1867249771694,3434.8176315996266,552.9879699503969
115800000000,2172.7708041431874,3376.5038597996777,388.4849204618929
116100000000,2085.0325926451524,3323.1000419995976,444.79607127561593
116400000000,2133.60303902217,3321.9337529994805,475.1459388502962
116700000000,2181.5863546351106,3350.671436999517,449.9616729383203
117000000000,2252.73339327612,3381.2444835995375,427.3269413433021
117300000000,2302.992258693801,3411.267654369514,493.5720257708098
117600000000,2356.924441671134,3387.0994026996054,556.0776231802814
117900000000,2491.8999560821167,3395.123646599619,522.2565854264888
118200000000,2443.968899110114,3369.290653199708,450.5136175067836
118500000000,2304.974894290131,3367.8477604996474,351.0309225056047
118800000000,2187.5729324651497,3331.284769269689,353.583236237387
119100000000,2176.2014131351275,3325.5909887995927,304.7517602466901
119400000000,2250.8328250888944,3363.17288709959,398.94214365688265
119700000000,2309.830916826836,3375.6993830395977,526.5530377627733
120000000000,2310.5629733452156,3395.866652499698,549.8557855696131
120300000000,2374.929746269226,3442.535253399747,412.68814456220804
120600000000,2659.8862076891346,3458.426655249756,435.1024058446891
120900000000,2673.804911361158,3451.7455593996424,500.9193483384236
121200000000,2551.912028839098,3457.8391489997402,667.9308278233111
121500000000,2542.988658218792,3490.771981519704,647.3596367274356
121800000000,2441.218100361104,3490.5677582494973,676.7023153553214
122100000000,2413.169392298084,3481.1713309995675,606.2429507273423
122400000000,2440.1158202051142,3483.7264048995685,582.7884008981779
122700000000,2390.742845011125,3492.044912799677,605.5135194098427
123000000000,2405.060232118081,3521.546850099683,522.9358985857841
123300000000,2356.2971145581196,3556.3639014997098,426.4498470774205
123600000000,2317.594694810153,3473.2082997997095,320.0704425927992
123900000000,2435.2930726962086,3449.15839826955,406.4288374348163
124200000000,2507.5457093611035,3406.59268549976,409.29948029029094
124500000000,2394.01584601314,3402.8168519996275,458.20998127550865
124800000000,2427.3319062341857,3386.287756099571,391.0376044914789
125100000000,2427.048639612854,3402.9047607395983,465.7126191012127
125400000000,2340.9245036821767,3463.452685099575,426.7159522359893
125700000000,2324.816684082127,3469.19131279949,357.6142845684071
126000000000,2336.6390732721707,3487.938113269448,393.61133195579555
126300000000,2301.0716333211535,3487.9903679594645,368.71783327290865
126600000000,2364.0272634018143,3520.644951999299,453.3365778789865
126900000000,2419.2588278690755,3542.5171884993624,511.94070887151616
127200000000,2438.4347712621648,3601.012072099193,442.43357187248097
127500000000,2256.589077304144,3600.3509961992195,387.11904325120645
127800000000,2246.1372306531352,3592.1223291991996,408.33688645458545
128100000000,2202.1248400041377,3581.3264833992207,405.5211544571121
128400000000,2195.417736310872,3571.7228504995082,365.5399538306791
128700000000,2288.88549487412,3591.699338799312,464.0171642819109
129000000000,2319.577920309126,3635.5408591992177,543.6629918841859
129300000000,2280.99927039116,3652.406667999183,444.6845979732032
129600000000,2378.6211436532008,3656.955738149309,344.4802104173636
129900000000,2299.0913952171427,3665.8720267992426,343.638170430279
130200000000,2425.6844025921673,3690.1192225792493,463.48359320538975
130500000000,2483.3789078101295,3661.77873099939,509.31172168630434
130800000000,2542.4385499781165,3663.2206521994176,500.37511582958524
131100000000,2459.2429721571684,3619.8193688394977,423.1294244667068
131400000000,2390.1423005811002,3633.23933895954,324.8597580815772
131700000000,2404.5449701671573,3646.244950499492,327.54681208649106
132000000000,2399.683015407143,3464.0259841757347,277.1830969430924
132300000000,2414.2833605531214,3453.0021566493415,331.20133968987835
132600000000,2653.0816123200343,3485.3336877993875,563.2707153348225
132900000000,3355.4172837250626,3704.7825384494304,516.3299268029043
133200000000,3333.471955046894,3715.813471499458,589.5197972264153
133500000000,3248.1634423930745,3724.1665165753257,544.1798840294288
133800000000,2832.3007066047426,3738.8557445494575,510.51026701479316
134100000000,2653.413680972582,3723.100775849487,646.6702928451842
134400000000,2479.8993306711,3575.2919037993497,622.752185304305
134700000000,2366.0092131661736,3577.13686260943,481.475213003091
135000000000,2369.0789312151237,3553.0539326693684,387.7651894377786
135300000000,2407.966635044037,3568.354203219482,415.66651528601886
135600000000,2438.791138025734,3602.5163560994265,440.9897331718135
135900000000,2538.107921530832,3617.0036359793903,568.8222606350889
136200000000,2508.1691665157323,3604.6899712993927,512.2068904830026
136500000000,2635.887386373828,3591.0497272993725,529.7664098277893
136800000000,2604.1747465878316,3612.7114258193856,455.0969802888085
137100000000,2584.0871921889648,3630.597963619416,380.6042992378256
137400000000,2635.1678519408865,3656.7495030994573,406.18408841533295
137700000000,2744.856179189857,3671.7558049994554,500.1652842341422
138000000000,2697.3063359555495,3675.972408009471,507.14496048601706
138300000000,2729.50813944892,3694.965102699453,482.852370389128
138600000000,2698.065743787874,3706.016270049478,350.27422760112097
138900000000,2708.0232302595864,3717.542739899416,372.0176819010377
139200000000,2764.1173874979186,3725.7456988994845,383.40423353012716
139500000000,2709.989616961912,3715.186981549469,324.51035624549843
